pl_name,k2_name,epic_hostname,default_flag,disposition,disp_refname,k2_campaigns,pl_orbper,rowupdate,releasedate
"K2-77 b","K2-77 b","EPIC 210363145",0,"CONFIRMED","Crossfield et al. 2016","4",8.20075000000,"2016-09-27","2016-07-18"
"K2-77 b","K2-77 b","EPIC 210363145",0,"CONFIRMED","Crossfield et al. 2016","4",8.19981400000,"2018-02-14","2018-02-15"
"K2-77 b","K2-77 b","EPIC 210363145",0,"CONFIRMED","Crossfield et al. 2016","4",8.19979600000,"2016-09-27","2016-09-29"
"K2-77 b","K2-77 b","EPIC 210363145",0,"CONFIRMED","Crossfield et al. 2016","4",8.20080000000,"2017-12-14","2017-12-14"
"K2-77 b","K2-77 b","EPIC 210363145",0,"CONFIRMED","Crossfield et al. 2016","4",8.20008746059,"2024-12-10","2024-12-10"
"K2-77 b","K2-77 b","EPIC 210363145",0,"CONFIRMED","Crossfield et al. 2016","4",8.20023000000,"2019-09-05","2019-09-05"
"EPIC 210365511.01",,"EPIC 210365511",1,"CANDIDATE","Mayo et al. 2018","4",3.95197100000,"2018-02-15","2018-02-15"
"EPIC 210371175.01",,"EPIC 210371175",1,"CANDIDATE","Kruse et al. 2019","4",11.32560000000,"2019-09-05","2019-09-05"
"EPIC 210384192.01",,"EPIC 210384192",1,"CANDIDATE","Kruse et al. 2019","4",2.92370000000,"2019-09-05","2019-09-05"
"EPIC 210389383.01",,"EPIC 210389383",1,"CANDIDATE","Crossfield et al. 2016","4",14.08549000000,"2016-07-18","2016-07-18"
"EPIC 210394706.01",,"EPIC 210394706",1,"CANDIDATE","Kruse et al. 2019","4",15.08180000000,"2019-09-05","2019-09-05"
"EPIC 210394706.02",,"EPIC 210394706",1,"CANDIDATE","Kruse et al. 2019","4",3.16363000000,"2019-09-05","2019-09-05"
"K2-78 b","K2-78 b","EPIC 210400751",1,"REFUTED","Cabrera et al. 2017","4",2.29016000000,"2016-07-18","2016-07-18"
"K2-78 b","K2-78 b","EPIC 210400751",0,"REFUTED","Cabrera et al. 2017","4",2.29418500000,"2022-08-09","2022-08-09"
"EPIC 210401157.01",,"EPIC 210401157",1,"FALSE POSITIVE","Crossfield et al. 2016","4",1.31559180000,"2019-09-05","2019-09-05"
"EPIC 210401157.01",,"EPIC 210401157",0,"FALSE POSITIVE","Crossfield et al. 2016","4",1.31559000000,"2016-07-18","2016-07-18"
"K2-79 b","K2-79 b","EPIC 210402237",1,"CONFIRMED","Crossfield et al. 2016","4",10.99503900000,"2026-04-16","2026-04-16"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",10.99394800000,"2018-02-14","2018-02-15"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",10.99470000000,"2023-04-17","2023-04-17"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",10.99497000000,"2025-09-17","2025-09-17"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",10.99573000000,"2016-07-14","2016-07-18"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",10.99501000000,"2019-09-05","2019-09-05"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",10.99470000000,"2026-03-12","2026-03-12"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",10.99474800000,"2022-08-23","2022-08-23"
"K2-79 b","K2-79 b","EPIC 210402237",0,"CONFIRMED","Crossfield et al. 2016","4",21.99036193738,"2024-04-07","2024-04-07"
"K2-80 b","K2-80 b","EPIC 210403955",1,"CONFIRMED","Crossfield et al. 2016","4",19.09180000000,"2016-07-14","2016-07-18"
"K2-80 b","K2-80 b","EPIC 210403955",0,"CONFIRMED","Crossfield et al. 2016","4",19.09120000000,"2019-09-05","2019-09-05"
"K2-80 b","K2-80 b","EPIC 210403955",0,"CONFIRMED","Crossfield et al. 2016","4",19.09995000000,"2018-02-14","2018-02-15"
"K2-80 c","K2-80 c","EPIC 210403955",1,"CONFIRMED","Crossfield et al. 2016","4",5.60500000000,"2016-07-14","2016-07-18"
"K2-80 c","K2-80 c","EPIC 210403955",0,"CONFIRMED","Crossfield et al. 2016","4",5.60473000000,"2019-09-05","2019-09-05"
"K2-80 c","K2-80 c","EPIC 210403955",0,"CONFIRMED","Crossfield et al. 2016","4",5.60530900000,"2018-02-14","2018-02-15"
"K2-80 d","K2-80 d","EPIC 210403955",1,"CONFIRMED","Mayo et al. 2018","4",28.86725300000,"2018-02-14","2018-02-15"
"K2-80 d","K2-80 d","EPIC 210403955",0,"CONFIRMED","Mayo et al. 2018","4",28.88190000000,"2019-09-05","2019-09-05"
"EPIC 210414957.01",,"EPIC 210414957",1,"FALSE POSITIVE","Adams et al. 2016","4",0.96997227000,"2016-12-21","2016-12-21"
"EPIC 210414957.01",,"EPIC 210414957",0,"FALSE POSITIVE","Adams et al. 2016","4",0.97001600000,"2016-06-09","2016-06-09"
"EPIC 210414957.01",,"EPIC 210414957",0,"FALSE POSITIVE","Adams et al. 2016","4",0.96996700000,"2016-07-18","2016-07-18"
"EPIC 210418253.01",,"EPIC 210418253",1,"CANDIDATE","del Ser et al. 2023","4",23.96830000000,"2022-11-07","2022-11-07"
"EPIC 210423938.01",,"EPIC 210423938",1,"CANDIDATE","Kruse et al. 2019","4",19.86060000000,"2019-09-05","2019-09-05"
"EPIC 210423938.01",,"EPIC 210423938",0,"CANDIDATE","Kruse et al. 2019","4",19.86047600000,"2018-02-15","2018-02-15"
"K2-81 b","K2-81 b","EPIC 210448987",1,"CONFIRMED","Crossfield et al. 2016","4",6.10232500000,"2017-12-12","2017-10-26"
"K2-81 b","K2-81 b","EPIC 210448987",0,"CONFIRMED","Crossfield et al. 2016","4",6.10099028000,"2016-12-21","2016-12-21"
"K2-81 b","K2-81 b","EPIC 210448987",0,"CONFIRMED","Crossfield et al. 2016","4",6.10224000000,"2017-12-12","2016-07-18"
"K2-81 b","K2-81 b","EPIC 210448987",0,"CONFIRMED","Crossfield et al. 2016","4",6.10241000000,"2019-09-05","2019-09-05"
"EPIC 210463428.01",,"EPIC 210463428",1,"CANDIDATE","Kruse et al. 2019","4",4.72046000000,"2019-09-05","2019-09-05"
"EPIC 210463428.01",,"EPIC 210463428",0,"CANDIDATE","Kruse et al. 2019","4",4.72048898787,"2024-12-10","2024-12-10"
"EPIC 210472483.01",,"EPIC 210472483",1,"CANDIDATE","Barros et al. 2016","4",1.14300180000,"2016-12-21","2016-12-21"
"K2-82 b","K2-82 b","EPIC 210483889",1,"REFUTED","Cabrera et al. 2017","4",7.19583400000,"2016-07-18","2016-07-18"
"K2-25 b","K2-25 b","EPIC 210490365",1,"CONFIRMED","Mann et al. 2016","4",3.48456408000,"2022-03-28","2022-03-28"
"K2-25 b","K2-25 b","EPIC 210490365",0,"CONFIRMED","Mann et al. 2016","4",,"2025-11-13","2025-11-13"
"K2-25 b","K2-25 b","EPIC 210490365",0,"CONFIRMED","Mann et al. 2016","4",3.48456270000,"2022-01-24","2022-01-24"
"K2-25 b","K2-25 b","EPIC 210490365",0,"CONFIRMED","Mann et al. 2016","4",3.48430000000,"2017-12-14","2017-12-14"
"K2-25 b","K2-25 b","EPIC 210490365",0,"CONFIRMED","Mann et al. 2016","4",3.48456248000,"2024-03-04","2024-03-04"
"K2-25 b","K2-25 b","EPIC 210490365",0,"CONFIRMED","Mann et al. 2016","4",3.48455432425,"2024-12-10","2024-12-10"
"K2-25 b","K2-25 b","EPIC 210490365",0,"CONFIRMED","Mann et al. 2016","4",3.48456322000,"2026-07-09","2026-07-09"
"K2-25 b","K2-25 b","EPIC 210490365",0,"CONFIRMED","Mann et al. 2016","4",3.48455200000,"2017-09-27","2017-09-28"
"EPIC 210495066.01",,"EPIC 210495066",1,"CANDIDATE","Kruse et al. 2019","4",3.74234000000,"2019-09-05","2019-09-05"
"EPIC 210508766.03",,"EPIC 210508766",1,"CANDIDATE","Kruse et al. 2019","4",24.27470000000,"2019-09-05","2019-09-05"
"K2-83 b","K2-83 b","EPIC 210508766",1,"CONFIRMED","Crossfield et al. 2016","4",2.74697000000,"2016-07-14","2016-07-18"
"K2-83 b","K2-83 b","EPIC 210508766",0,"CONFIRMED","Crossfield et al. 2016","4",2.74712800000,"2019-09-05","2019-09-05"
"K2-83 b","K2-83 b","EPIC 210508766",0,"CONFIRMED","Crossfield et al. 2016","4",2.74722700000,"2017-10-23","2017-10-26"
"K2-83 c","K2-83 c","EPIC 210508766",1,"CONFIRMED","Crossfield et al. 2016","4",9.99767000000,"2016-07-14","2016-07-18"
"K2-83 c","K2-83 c","EPIC 210508766",0,"CONFIRMED","Crossfield et al. 2016","4",9.99791000000,"2019-09-05","2019-09-05"
"K2-83 c","K2-83 c","EPIC 210508766",0,"CONFIRMED","Crossfield et al. 2016","4",9.99744200000,"2017-10-23","2017-10-26"
"K2-83 c","K2-83 c","EPIC 210508766",0,"CONFIRMED","Crossfield et al. 2016","4",10.00102551000,"2016-12-21","2016-12-21"
"K2-173 b","K2-173 b","EPIC 210512842",1,"CONFIRMED","Mayo et al. 2018","4",5.86869900000,"2018-02-14","2018-02-15"
"K2-173 b","K2-173 b","EPIC 210512842",0,"CONFIRMED","Mayo et al. 2018","4",5.86639571000,"2016-12-21","2016-12-21"
"EPIC 210513446.01",,"EPIC 210513446",1,"FALSE POSITIVE","Crossfield et al. 2016","4",1.14907861000,"2016-12-21","2016-12-21"
"EPIC 210513446.01",,"EPIC 210513446",0,"FALSE POSITIVE","Crossfield et al. 2016","4",1.14898330000,"2016-07-18","2016-07-18"
"EPIC 210524811.01",,"EPIC 210524811",1,"CANDIDATE","Kruse et al. 2019","4",7.46967000000,"2019-09-05","2019-09-05"
"EPIC 210550063.01",,"EPIC 210550063",1,"CANDIDATE","Kruse et al. 2019","4",2.16597600000,"2019-09-05","2019-09-05"
"EPIC 210550063.01",,"EPIC 210550063",0,"CANDIDATE","Kruse et al. 2019","4",2.16595219375,"2025-05-05","2025-05-05"
"EPIC 210550063.01",,"EPIC 210550063",0,"CANDIDATE","Kruse et al. 2019","4",2.16594452000,"2016-12-21","2016-12-21"
"K2-174 b","K2-174 b","EPIC 210558622",1,"CONFIRMED","Mayo et al. 2018","4",19.56230700000,"2019-01-28","2019-01-31"
"K2-174 b","K2-174 b","EPIC 210558622",0,"CONFIRMED","Mayo et al. 2018","4",19.56325000000,"2017-12-14","2017-12-14"
"K2-174 b","K2-174 b","EPIC 210558622",0,"CONFIRMED","Mayo et al. 2018","4",19.56236000000,"2019-09-05","2019-09-05"
"K2-174 b","K2-174 b","EPIC 210558622",0,"CONFIRMED","Mayo et al. 2018","4",19.56614010000,"2016-12-21","2016-12-21"
"K2-174 b","K2-174 b","EPIC 210558622",0,"CONFIRMED","Mayo et al. 2018","4",19.56274300000,"2019-01-28","2018-02-15"
"K2-174 b","K2-174 b","EPIC 210558622",0,"CONFIRMED","Mayo et al. 2018","4",19.56204579364,"2024-12-10","2024-12-10"
"K2-174 b","K2-174 b","EPIC 210558622",0,"CONFIRMED","Mayo et al. 2018","4",19.56400000000,"2016-07-18","2016-07-18"
"EPIC 210559259.01",,"EPIC 210559259",1,"CANDIDATE","Kruse et al. 2019","4",14.26763000000,"2019-09-05","2019-09-05"
"EPIC 210559259.01",,"EPIC 210559259",0,"CANDIDATE","Kruse et al. 2019","4",14.26830000000,"2019-09-19","2019-09-19"
"EPIC 210559259.01",,"EPIC 210559259",0,"CANDIDATE","Kruse et al. 2019","4",14.27669647000,"2016-12-21","2016-12-21"
"EPIC 210564155.01",,"EPIC 210564155",1,"CANDIDATE","Kruse et al. 2019","4",4.86496000000,"2019-09-05","2019-09-05"
"EPIC 210564155.01",,"EPIC 210564155",0,"CANDIDATE","Kruse et al. 2019","4",4.86406000000,"2017-12-14","2017-12-14"
"EPIC 210576234.01",,"EPIC 210576234",1,"CANDIDATE","Barros et al. 2016","4",15.97700259000,"2016-12-21","2016-12-21"
"K2-84 b","K2-84 b","EPIC 210577548",1,"CONFIRMED","Crossfield et al. 2016","4",6.42150000000,"2016-07-14","2016-07-18"
"K2-84 b","K2-84 b","EPIC 210577548",0,"CONFIRMED","Crossfield et al. 2016","4",6.42149000000,"2019-09-05","2019-09-05"
"K2-84 c","K2-84 c","EPIC 210577548",1,"CONFIRMED","Crossfield et al. 2016","4",27.86000000000,"2016-07-14","2016-07-18"
"K2-84 c","K2-84 c","EPIC 210577548",0,"CONFIRMED","Crossfield et al. 2016","4",27.85220000000,"2019-09-05","2019-09-05"
"EPIC 210598340.01",,"EPIC 210598340",1,"CANDIDATE","Kruse et al. 2019","4",3.73424390000,"2019-09-05","2019-09-05"
"EPIC 210598340.01",,"EPIC 210598340",0,"CANDIDATE","Kruse et al. 2019","4",3.73478175000,"2016-12-21","2016-12-21"
"EPIC 210605073.01",,"EPIC 210605073",1,"CANDIDATE","Kruse et al. 2019","4",0.56701950000,"2019-09-05","2019-09-05"
"EPIC 210605073.01",,"EPIC 210605073",0,"CANDIDATE","Kruse et al. 2019","4",0.56705500000,"2016-06-09","2016-06-09"
"EPIC 210609658.01",,"EPIC 210609658",1,"CANDIDATE","Mayo et al. 2018","4",14.14523900000,"2018-02-15","2018-02-15"
"EPIC 210609658.01",,"EPIC 210609658",0,"CANDIDATE","Mayo et al. 2018","4",14.14459000000,"2016-07-18","2016-07-18"
"EPIC 210625740.01",,"EPIC 210625740",1,"CANDIDATE","Kruse et al. 2019","4",2.38677200000,"2019-09-05","2019-09-05"
"EPIC 210625740.01",,"EPIC 210625740",0,"CANDIDATE","Kruse et al. 2019","4",2.38669000000,"2016-07-18","2016-07-18"
"EPIC 210626797.01",,"EPIC 210626797",1,"CANDIDATE","Kruse et al. 2019","4",43.36143000000,"2019-09-05","2019-09-05"
"EPIC 210629082.01",,"EPIC 210629082",1,"CANDIDATE","Mayo et al. 2018","4",27.35310300000,"2018-02-15","2018-02-15"
"K2-175 b","K2-175 b","EPIC 210643811",1,"CONFIRMED","Mayo et al. 2018","4",9.52598800000,"2018-02-14","2018-02-15"
"EPIC 210659688.01",,"EPIC 210659688",1,"CANDIDATE","Kruse et al. 2019","4",2.35765100000,"2019-09-05","2019-09-05"
"EPIC 210659688.01",,"EPIC 210659688",0,"CANDIDATE","Kruse et al. 2019","4",2.35771000000,"2016-07-18","2016-07-18"
"EPIC 210659945.01",,"EPIC 210659945",1,"CANDIDATE","Kruse et al. 2019","4",27.93290000000,"2019-09-05","2019-09-05"
"EPIC 210664763.01",,"EPIC 210664763",1,"CANDIDATE","Kruse et al. 2019","4",3.72007000000,"2019-09-05","2019-09-05"
"EPIC 210666756.01",,"EPIC 210666756",1,"CANDIDATE","Barros et al. 2016","4",1.39657671000,"2016-12-21","2016-12-21"
"EPIC 210666756.01",,"EPIC 210666756",0,"CANDIDATE","Barros et al. 2016","4",1.39629100000,"2016-07-18","2016-07-18"
"K2-176 b","K2-176 b","EPIC 210667381",1,"CONFIRMED","Mayo et al. 2018","4",5.32943900000,"2018-02-14","2018-02-15"
"K2-176 b","K2-176 b","EPIC 210667381",0,"CONFIRMED","Mayo et al. 2018","4",5.32944000000,"2019-09-05","2019-09-05"
"EPIC 210678858.01",,"EPIC 210678858",1,"CANDIDATE","Kruse et al. 2019","4",31.35370000000,"2019-09-05","2019-09-05"
"EPIC 210678858.02",,"EPIC 210678858",1,"CANDIDATE","Kruse et al. 2019","4",14.84840000000,"2019-09-05","2019-09-05"
"EPIC 210678858.03",,"EPIC 210678858",1,"CANDIDATE","Kruse et al. 2019","4",10.06960000000,"2019-09-05","2019-09-05"
"K2-288 B b","K2-288 B b","EPIC 210693462",1,"CONFIRMED","Feinstein et al. 2019","4",31.39346300000,"2019-01-04","2019-01-10"
"K2-288 B b","K2-288 B b","EPIC 210693462",0,"CONFIRMED","Feinstein et al. 2019","4",31.38880000000,"2019-09-05","2019-09-05"
"EPIC 210696763.01",,"EPIC 210696763",1,"CANDIDATE","Kruse et al. 2019","4",3.65017000000,"2019-09-05","2019-09-05"
"EPIC 210696763.01",,"EPIC 210696763",0,"CANDIDATE","Kruse et al. 2019","4",3.64940000000,"2017-12-14","2017-12-14"
"EPIC 210696763.02",,"EPIC 210696763",1,"CANDIDATE","Kruse et al. 2019","4",5.76808000000,"2019-09-05","2019-09-05"
"EPIC 210696763.02",,"EPIC 210696763",0,"CANDIDATE","Kruse et al. 2019","4",5.76630000000,"2017-12-14","2017-12-14"
"EPIC 210696763.03",,"EPIC 210696763",1,"CANDIDATE","Kruse et al. 2019","4",7.98471000000,"2019-09-05","2019-09-05"
"EPIC 210696763.03",,"EPIC 210696763",0,"CANDIDATE","Kruse et al. 2019","4",7.98221000000,"2017-12-14","2017-12-14"
"EPIC 210706310.01",,"EPIC 210706310",1,"CANDIDATE","del Ser et al. 2023","4",5.17180000000,"2022-11-07","2022-11-07"
"K2-85 b","K2-85 b","EPIC 210707130",1,"CONFIRMED","Crossfield et al. 2016","4",0.68453862616,"2025-09-17","2025-09-17"
"K2-85 b","K2-85 b","EPIC 210707130",0,"CONFIRMED","Crossfield et al. 2016","4",0.68454100000,"2019-09-05","2019-09-05"
"K2-85 b","K2-85 b","EPIC 210707130",0,"CONFIRMED","Crossfield et al. 2016","4",0.68458757000,"2016-12-21","2016-12-21"
"K2-85 b","K2-85 b","EPIC 210707130",0,"CONFIRMED","Crossfield et al. 2016","4",0.68455300000,"2018-02-14","2018-02-15"
"K2-85 b","K2-85 b","EPIC 210707130",0,"CONFIRMED","Crossfield et al. 2016","4",0.68455700000,"2017-10-23","2017-10-26"
"K2-85 b","K2-85 b","EPIC 210707130",0,"CONFIRMED","Crossfield et al. 2016","4",0.68453300000,"2016-07-14","2016-07-18"
"K2-85 b","K2-85 b","EPIC 210707130",0,"CONFIRMED","Crossfield et al. 2016","4",0.68455900000,"2022-03-28","2022-03-28"
"K2-85 b","K2-85 b","EPIC 210707130",0,"CONFIRMED","Crossfield et al. 2016","4",0.68457500000,"2016-06-09","2016-06-09"
"EPIC 210708830.01",,"EPIC 210708830",1,"CANDIDATE","del Ser et al. 2023","4",5.74080000000,"2022-11-07","2022-11-07"
"K2-86 b","K2-86 b","EPIC 210718708",1,"CONFIRMED","Crossfield et al. 2016","4",8.77683000000,"2016-07-14","2016-07-18"
"K2-86 b","K2-86 b","EPIC 210718708",0,"CONFIRMED","Crossfield et al. 2016","4",8.77586400000,"2018-02-14","2018-02-15"
"K2-86 b","K2-86 b","EPIC 210718708",0,"CONFIRMED","Crossfield et al. 2016","4",8.77709000000,"2019-09-05","2019-09-05"
"K2-87 b","K2-87 b","EPIC 210731500",1,"CONFIRMED","Crossfield et al. 2016","4, 13",9.72661800000,"2019-01-28","2019-01-31"
"K2-87 b","K2-87 b","EPIC 210731500",0,"CONFIRMED","Crossfield et al. 2016","4, 13",9.72739000000,"2019-01-28","2016-07-18"
"K2-87 b","K2-87 b","EPIC 210731500",0,"CONFIRMED","Crossfield et al. 2016","4, 13",9.72665000000,"2024-01-05","2024-01-05"
"K2-87 b","K2-87 b","EPIC 210731500",0,"CONFIRMED","Crossfield et al. 2016","4, 13",9.72664000000,"2019-09-05","2019-09-05"
"EPIC 210736056.01",,"EPIC 210736056",1,"CANDIDATE","Rizzuto et al. 2017","4",29.05290000000,"2017-12-14","2017-12-14"
"EPIC 210744674.01",,"EPIC 210744674",1,"FALSE POSITIVE","Crossfield et al. 2016","4, 13",25.21970900000,"2019-09-05","2019-09-05"
"EPIC 210744674.01",,"EPIC 210744674",0,"FALSE POSITIVE","Crossfield et al. 2016","4, 13",25.22080000000,"2016-07-18","2016-07-18"
"EPIC 210744674.01",,"EPIC 210744674",0,"FALSE POSITIVE","Crossfield et al. 2016","4, 13",25.20778830000,"2016-12-21","2016-12-21"
"K2-88 b","K2-88 b","EPIC 210750726",1,"CONFIRMED","Crossfield et al. 2016","4",4.61220000000,"2016-07-14","2016-07-18"
"K2-88 b","K2-88 b","EPIC 210750726",0,"CONFIRMED","Crossfield et al. 2016","4",4.61244000000,"2019-09-05","2019-09-05"
"K2-88 b","K2-88 b","EPIC 210750726",0,"CONFIRMED","Crossfield et al. 2016","4",4.61228000000,"2017-10-23","2017-10-26"
"EPIC 210754505.01",,"EPIC 210754505",1,"FALSE POSITIVE","Adams et al. 2016","4",0.87052967000,"2016-12-21","2016-12-21"
"EPIC 210754505.01",,"EPIC 210754505",0,"FALSE POSITIVE","Adams et al. 2016","4",0.87067300000,"2016-07-18","2016-07-18"
"EPIC 210754505.01",,"EPIC 210754505",0,"FALSE POSITIVE","Adams et al. 2016","4",0.87067630000,"2024-12-10","2024-12-10"
"EPIC 210754505.01",,"EPIC 210754505",0,"FALSE POSITIVE","Adams et al. 2016","4",0.87077500000,"2016-06-09","2016-06-09"
"K2-411 b","K2-411 b","EPIC 210768568",1,"CONFIRMED","del Ser et al. 2023","4",3.21410000000,"2022-11-07","2022-11-07"
"EPIC 210769880.01",,"EPIC 210769880",1,"CANDIDATE","Kruse et al. 2019","4",1.43675600000,"2019-09-05","2019-09-05"
"EPIC 210769880.01",,"EPIC 210769880",0,"CANDIDATE","Kruse et al. 2019","4",1.43689647000,"2016-12-21","2016-12-21"
"EPIC 210775710.01",,"EPIC 210775710",1,"CANDIDATE","Kruse et al. 2019","4",59.84871000000,"2019-09-05","2019-09-05"
"EPIC 210775710.01",,"EPIC 210775710",0,"CANDIDATE","Kruse et al. 2019","4",59.84856600000,"2018-02-15","2018-02-15"
"EPIC 210775710.01",,"EPIC 210775710",0,"CANDIDATE","Kruse et al. 2019","4",59.84739922100,"2025-05-05","2025-05-05"
"EPIC 210777017.01",,"EPIC 210777017",1,"CANDIDATE","Kruse et al. 2019","4",11.37600000000,"2019-09-05","2019-09-05"
"EPIC 210777017.01",,"EPIC 210777017",0,"CANDIDATE","Kruse et al. 2019","4",11.37698000000,"2019-09-19","2019-09-19"
"EPIC 210789323.01",,"EPIC 210789323",1,"FALSE POSITIVE","Crossfield et al. 2016","4",29.12555000000,"2016-07-18","2016-07-18"
"K2-370 b","K2-370 b","EPIC 210797580",1,"CONFIRMED","Christiansen et al. 2022","13",2.14080930000,"2026-05-14","2026-05-14"
"K2-370 b","K2-370 b","EPIC 210797580",0,"CONFIRMED","Christiansen et al. 2022","13",2.14084000000,"2021-11-19","2021-11-19"
"K2-370 b","K2-370 b","EPIC 210797580",0,"CONFIRMED","Christiansen et al. 2022","13",2.14080630000,"2024-02-16","2024-02-16"
"K2-370 b","K2-370 b","EPIC 210797580",0,"CONFIRMED","Christiansen et al. 2022","13",2.14084000000,"2022-03-16","2022-03-16"
"EPIC 210801536.01",,"EPIC 210801536",1,"CANDIDATE","Kruse et al. 2019","4",0.89250000000,"2019-09-05","2019-09-05"
"EPIC 210813978.01",,"EPIC 210813978",1,"CANDIDATE","Kruse et al. 2019","4",14.76190000000,"2019-09-05","2019-09-05"
"EPIC 210813978.01",,"EPIC 210813978",0,"CANDIDATE","Kruse et al. 2019","4",14.75820000000,"2019-09-19","2019-09-19"
"V1298 Tau b","K2-309 b","EPIC 210818897",1,"CONFIRMED","David et al. 2019","4",24.14000600000,"2026-02-26","2026-02-26"
"V1298 Tau b","K2-309 b","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",24.13861000000,"2019-10-18","2019-06-27"
"V1298 Tau b","K2-309 b","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",24.14134100000,"2023-05-03","2023-05-03"
"V1298 Tau b","K2-309 b","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",24.13960000000,"2019-10-18","2019-10-24"
"V1298 Tau b","K2-309 b","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",24.13150000000,"2023-03-15","2023-03-15"
"V1298 Tau b","K2-309 b","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",24.13990000000,"2023-04-10","2023-04-10"
"V1298 Tau c","K2-309 c","EPIC 210818897",1,"CONFIRMED","David et al. 2019","4",8.24916400000,"2026-02-26","2026-02-26"
"V1298 Tau c","K2-309 c","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",8.24380000000,"2023-03-15","2023-03-15"
"V1298 Tau c","K2-309 c","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",8.24892000000,"2023-04-10","2023-04-10"
"V1298 Tau c","K2-309 c","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",8.24958000000,"2019-10-18","2019-10-24"
"V1298 Tau c","K2-309 c","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",8.24959000000,"2023-08-07","2023-08-07"
"V1298 Tau d","K2-309 d","EPIC 210818897",1,"CONFIRMED","David et al. 2019","4",12.40139400000,"2026-02-26","2026-02-26"
"V1298 Tau d","K2-309 d","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",12.40320000000,"2019-10-18","2019-10-24"
"V1298 Tau d","K2-309 d","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",12.40580000000,"2023-04-10","2023-04-10"
"V1298 Tau d","K2-309 d","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",12.39600000000,"2023-03-15","2023-03-15"
"V1298 Tau e","K2-309 e","EPIC 210818897",1,"CONFIRMED","David et al. 2019","4",48.67771400000,"2026-02-26","2026-02-26"
"V1298 Tau e","K2-309 e","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",40.20000000000,"2023-04-10","2023-04-10"
"V1298 Tau e","K2-309 e","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",60.00000000000,"2019-10-18","2019-10-24"
"V1298 Tau e","K2-309 e","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",44.16990000000,"2023-03-15","2023-03-15"
"V1298 Tau e","K2-309 e","EPIC 210818897",0,"CONFIRMED","David et al. 2019","4",53.50000000000,"2024-03-25","2024-03-25"
"EPIC 210827030.01",,"EPIC 210827030",1,"FALSE POSITIVE","Rizzuto et al. 2017","4",0.51110000000,"2017-12-14","2017-12-14"
